"BIOID","Account_Handle","Account_Type"
"1602803","R_Flaunet","PTWIT"
"1602803","regine_flaunet","OTWIT_TYPE_4"
"1602803","RegineFlaunet","OTWIT2"
"1602804","Virginia_RN28","PTWIT"
"1602901","Christel_Henaff","PTWIT"
"1602902","Poullaouec2","PTWIT"
"1602903","Indyrogers","PTWIT"
"1602904","tony_b29","PTWIT"
"1602905","ReneeThom29","PTWIT"
"1602906","patrick_le_fur","PTWIT"
"1602907","FranckNicolasRN","OTWIT_TYPE_2"
"1602908","RN29Concarneau","PTWIT"
"1603001","YoannGillet30","PTWIT"
"1603002","NMeizonnet","GOVTWIT"
"1603004","Meurin_P","PTWIT"
"1603005","JMLnay","PTWIT"
"1603006","LaurenceGardet","PTWIT"
"1603102","SoniaTeychene","PTWIT"
"1603105","JLeonardelli_","PTWIT"
"1603108","delchard31","PTWIT"
"1603109","thomasbarkats","PTWIT"
"1603201","YelmaJean","PTWIT"
"1603301","B_Paluteau","PTWIT"
"1603302","PierreLeCamus","PTWIT"
"1603304","jrechagneux","PTWIT"
"1603305","gdefournas","PTWIT"
"1603306","BourlieuxJimmy","PTWIT"
"1603308","LaurentLamara","PTWIT"
"1603309","DamienObrador","PTWIT"
"1603310","SandrineCHADOU2","PTWIT"
"1603310","SandrineCHADOU5","OTWIT_TYPE_4"
"1603310","SandrineCHADOU3","OTWIT2"
"1603310","SandrineCHADOU4","OTWIT3"
"1603311","diaz_edwige","PTWIT"
"1603311","DiazEdwige","OTWIT_TYPE_4"
"1603401","jamet_france","PTWIT"
"1603401","FranceJamet","OTWIT_TYPE_2"
"1603402","Mangano_Flavia","PTWIT"
"1603402","ManganoFlavia","OTWIT_TYPE_2"
"1603403","MaurelJohana","PTWIT"
"1603403","JohanaMaurel","OTWIT_TYPE_2"
"1603404","Manon_Bouquin","PTWIT"
"1603405","GalzyStephanie","PTWIT"
"1603407","LopezLiguori","PTWIT"
"1603408","CDelapierre","PTWIT"
"1603408","Avec_Cedric","OTWIT_TYPE_2"
"1603409","fredericbort","OTWIT_TYPE_2"
"1603501","NadineDesprez","OTWIT_TYPE_2"
"1603503","AstridPrunier1","OTWIT_TYPE_2"
"1603504","GabrielOrain","PTWIT"
"1603506","GillesPennelle","PTWIT"
"1603506","FNRBMFOUGERES","OTWIT_TYPE_4"
"1603507","Dylan_LemoineRN","OTWIT_TYPE_2"
"1603508","cocalight03","PTWIT"
"1603601","MyleneWunsch","OTWIT_TYPE_2"
"1603602","fabien_thirion","OTWIT_TYPE_4"
"1603701","FrancoissDucamp","OTWIT_TYPE_2"
"1603701","francois_ducamp","OTWIT2"
"1603702","GuestaultC","PTWIT"
"1603705","ambre_louisin","OTWIT_TYPE_2"
"1603801","Aurore_M38","OTWIT_TYPE_2"
"1603802","Chloe_IDPol","PTWIT"
"1603802","ChloBailly2","OTWIT_TYPE_2"
"1603803","christel_dupre","OTWIT_TYPE_2"
"1603804","olivier38310","PTWIT"
"1603805","kikidu38","PTWIT"
"1603805","jrme_santana","OTWIT_TYPE_2"
"1603805","SantanaJerome6","OTWIT2"
"1603806","alexisjollyrn","OTWIT_TYPE_2"
"1603807","ComteMoulin","PTWIT"
"1603808","baugusteaura","OTWIT_TYPE_2"
"1603809","cecile_bene","OTWIT_TYPE_2"
"1603810","NatGermain","OTWIT_TYPE_2"
"1604001","Michel_DufayRN","OTWIT_TYPE_2"
"1604003","Franceschini_RN","OTWIT_TYPE_2"
"1604101","MichelChassier","OTWIT_TYPE_2"
"1604102","ChudeauR","OTWIT_TYPE_2"
"1604103","BardetMarineRN","OTWIT_TYPE_2"
"1604202","BreuilHerve","PTWIT"
"1604206","GregoireGranger","OTWIT_TYPE_2"
"1604302","thierryperez43","PTWIT"
"1604302","ThierryPerez17","OTWIT_TYPE_4"
"1604401","bryan_pecqueur","PTWIT"
"1604401","BryanEcologie","OTWIT_TYPE_2"
"1604401","PecqueurBryan","OTWIT2"
"1604401","BryanPecqueur","OTWIT3"
"1604402","GasnierNantes","PTWIT"
"1604405","MillaKarcher","OTWIT_TYPE_2"
"1604407","LePageLaurence7","PTWIT"
"1604408","GauthierBouchet","OTWIT_TYPE_2"
"1604409","MaldineyB","OTWIT_TYPE_2"
"1604502","elodieRN28","OTWIT_TYPE_2"
"1604503","MathildePARIS45","OTWIT_TYPE_2"
"1604503","Blois2020","OTWIT2"
"1604504","Thomas_Mng","OTWIT_TYPE_2"
"1604506","BoubekeurCarla","OTWIT_TYPE_2"
"1604701","DelbosqS","OTWIT_TYPE_2"
"1604702","HeleneLaporteRN","OTWIT_TYPE_2"
"1604703","AnnickCousin_RN","OTWIT_TYPE_2"
"1604901","gabrieldechabot","PTWIT"
"1604901","gabriel2chabot","OTWIT_TYPE_2"
"1604902","AsopLemenach","PTWIT"
"1604902","Lemenach_asop","OTWIT_TYPE_4"
"1604906","PieLouisL","OTWIT_TYPE_2"
"1604907","Aurore1149","OTWIT_TYPE_2"
"1605001","FranckSimon61","PTWIT"
"1605003","CarmenMasson","PTWIT"
"1605102","asfrigout","OTWIT_TYPE_2"
"1605103","MarcJennifer2","OTWIT_TYPE_2"
"1605105","PierreR_Thnt","PTWIT"
"1605201","BentzChristophe","OTWIT_TYPE_2"
"1605302","RassNational53","PTWIT"
"1605401","PatriciaMelet","PTWIT"
"1605403","MurielRezze","PTWIT"
"1605404","DominiqueBilde","PTWIT"
"1605405","PMorenvillier","PTWIT"
"1605406","AntBoulogne54","PTWIT"
"1605502","FlorenceGoulet4","PTWIT"
"1605604","KersausonDe","PTWIT"
"1605605","megel_david","PTWIT"
"1605606","AurlieLEGOFF1","PTWIT"
"1605606","a_legoff","OTWIT_TYPE_4"
"1605701","Laloux_Greg","PTWIT"
"1605702","bauchat","PTWIT"
"1605703","fgrolet","PTWIT"
"1605703","GroletDufourRN","OTWIT_TYPE_2"
"1605705","voinconmc","PTWIT"
"1605705","mcvoincon","OTWIT_TYPE_4"
"1605706","K_Pfeffer","PTWIT"
"1605707","AlexandreLoubet","PTWIT"
"1605708","ljacobelli","PTWIT"
"1605801","P_VigneronRN","PTWIT"
"1605802","GuibertRn","PTWIT"
"1605903","SandraDELANNOY1","PTWIT"
"1605904","PPlancke","PTWIT"
"1605905","VictorCatteau","PTWIT"
"1605908","rachidasahraoui","PTWIT"
"1605909","Christine_L59","PTWIT"
"1605911","MXmoulin","PTWIT"
"1605912","TaverneMichael","PTWIT"
"1605913","duvalyohann","PTWIT"
"1605915","pierrickbrtlo","PTWIT"
"1605916","MarchioMatthieu","PTWIT"
"1605918","melanie_disdier","PTWIT"
"1605919","sebchenu","OTWIT_TYPE_1"
"1605921","OceaneValentin_","PTWIT"
"1606002","BallardPhilippe","OTWIT_TYPE_2"
"1606003","ASabatou","OTWIT_TYPE_1"
"1606004","AudreyHavez","OTWIT_TYPE_1"
"1606005","LamzoudiMyriam","PTWIT"
"1606006","MichelGuiniot","OTWIT_TYPE_1"
"1606007","Tristan6k","OTWIT_TYPE_2"
"1606102","VimoutiersMorel","OTWIT_TYPE_1"
"1606201","BlairyEmmanuel","OTWIT_TYPE_1"
"1606203","BrunoClavet","OTWIT_TYPE_1"
"1606205","antoine_golliot","OTWIT_TYPE_2"
"1606206","ChristineDeloi3","PTWIT"
"1606207","MarcDeFleurian","OTWIT_TYPE_2"
"1606208","Au_Evrard","OTWIT_TYPE_2"
"1606209","Parmentiercaro7","PTWIT"
"1606211","MLP_officiel","GOVTWIT"
"1606211","avec_marine","OTWIT_TYPE_2"
"1606212","BrunoBilde","OTWIT_TYPE_1"
"1606301","AnneBiscos","PTWIT"
"1606401","Verriere_F","PTWIT"
"1606401","RNational64_off","OTWIT_TYPE_2"
"1606402","FrederiqueJoint","PTWIT"
"1606403","Cresson_Ni","PTWIT"
"1606403","N_Cresson","OTWIT_TYPE_4"
"1606405","LesellierPascal","OTWIT_TYPE_2"
"1606405","PascalLesellier","OTWIT2"
"1606501","MarieSorin","GOVTWIT"
"1606502","Serge_DUMANOIR","PTWIT"
"1606601","sblanc66000","PTWIT"
"1606603","Sandrine_Dogor","PTWIT"
"1606604","MichleMartinez3","PTWIT"
"1606701","TamaraKova","PTWIT"
"1606702","HombelineduParc","PTWIT"
"1606703","DStefany6","OTWIT_TYPE_2"
"1606704","v_joron","PTWIT"
"1606705","Wolffmarc2","PTWIT"
"1606706","jfs_frederic","PTWIT"
"1606707","VEschenmann","OTWIT_TYPE_2"
"1606802","Nath_Aubert65","GOVTWIT"
"1606803","CZimmermann68","PTWIT"
"1606804","marion684700","PTWIT"
"1606805","Pinto_Pierre","GOVTWIT"
"1606806","christelleritz","GOVTWIT"
"1606903","vollory","PTWIT"
"1606906","MicheleMorel_","OTWIT_TYPE_2"
"1606907","Tiffany_Joncour","OTWIT_TYPE_2"
"1606908","antoinedubois69","PTWIT"
"1606909","Remi_Berthoux","OTWIT_TYPE_2"
"1606911","MichelDulac_RN","OTWIT_TYPE_2"
"1606912","AnnaniElodie","PTWIT"
"1606912","ElodieAnnani23","OTWIT_TYPE_2"
"1606914","DamienMonchau","PTWIT"
"1607001","villedieu_a","GOVTWIT"
"1607002","EmericSalmon","GOVTWIT"
"1607101","A_Dutremble","OTWIT_TYPE_2"
"1607102","DAMIENOlivier11","OTWIT_TYPE_2"
"1607103","sandrine_baroin","OTWIT_TYPE_2"
"1607104","ValerieDeloge","OTWIT_TYPE_2"
"1607105","ArnaudSa3","OTWIT_TYPE_2"
"1607202","AngelineFuret","PTWIT"
"1607202","Angel_Inn__","OTWIT_TYPE_4"
"1607203","PinconBruno","PTWIT"
"1607203","BrunoPincon","OTWIT_TYPE_4"
"1607204","yyka","OTWIT_TYPE_2"
"1607205","Victoriadevigne","OTWIT_TYPE_2"
"1607301","manonderuem","OTWIT_TYPE_2"
"1607302","B_Bernard73","OTWIT_TYPE_2"
"1607303","M_Dauchy","OTWIT_TYPE_2"
"1607304","RemiGarnier_","OTWIT_TYPE_2"
"1607405","TerreniJessica","PTWIT"
"1607406","DMartinFN","OTWIT_TYPE_2"
"1607501","M_Chedhomme","PTWIT"
"1607502","AndreRougeOff","PTWIT"
"1607503","marie_emilie_eu","OTWIT_TYPE_2"
"1607507","DaguenelAnne","PTWIT"
"1607507","DaguenelA","OTWIT_TYPE_4"
"1607508","vanesslant","OTWIT_TYPE_2"
"1607509","CarolROUSSEL","PTWIT"
"1607510","wdesaintjust","OTWIT_TYPE_2"
"1607512","Agnes_Pageard","PTWIT"
"1607513","isabelle_bolvin","PTWIT"
"1607513","IsabelleBolvin","OTWIT_TYPE_4"
"1607515","BoulaireJosee","PTWIT"
"1607518","jcc_jcc92","PTWIT"
"1607602","BastienHolingue","PTWIT"
"1607603","SalomeeTessier","GOVTWIT"
"1607604","RouenPennelleRN","GOVTWIT"
"1607605","JCMontier","PTWIT"
"1607606","RN76circo6","GOVTWIT"
"1607607","delestre_lucie","PTWIT"
"1607609","NicolasGoury","PTWIT"
"1607610","Thomas_Anais_","GOVTWIT"
"1607701","FParadol","PTWIT"
"1607702","Ivanka_RN77","GOVTWIT"
"1607703","DomiLioret","GOVTWIT"
"1607704","AymericDurox","GOVTWIT"
"1607705","RN77Circo5","GOVTWIT"
"1607705","FLenormandRn77","PTWIT"
"1607706","ROULLAUDBEATRIC","PTWIT"
"1607707","DidierB59930334","GOVTWIT"
"1607708","LecuyerReine","PTWIT"
"1607709","MorgannVANACKER","PTWIT"
"1607711","MartineDemonchy","GOVTWIT"
"1607801","AnneJacqmin","GOVTWIT"
"1607802","BraultGaetan","GOVTWIT"
"1607803","PINCHAUXPierreY","PTWIT"
"1607805","MAndrouet","PTWIT"
"1607808","Cyril_NAUTH","PTWIT"
"1607809","Laurent_morin_","GOVTWIT"
"1607810","T_du_Chalard","GOVTWIT"
"1607811","heraud_sophie","PTWIT"
"1607901","ChampeauDoroth1","PTWIT"
"1607902","CarineRevers","PTWIT"
"1607903","guibert_olivier","GOVTWIT"
"1608001","BilletRibeiro","PTWIT"
"1608004","JphTanguy","PTWIT"
"1608005","YaelMenache","PTWIT"
"1608101","CABROLIER1","PTWIT"
"1608102","BacouJulien","PTWIT"
"1608102","bacou_julien","OTWIT_TYPE_4"
"1608201","PierrePomaMtb","PTWIT"
"1608202","marine_hamelet","OTWIT_TYPE_2"
"1608301","aNavarranne","PTWIT"
"1608302","LaureLavalette","PTWIT"
"1608304","phlottiaux","PTWIT"
"1608305","JLechanteux","PTWIT"
"1608306","FrankGiletti","PTWIT"
"1608306","RNVar_officiel","OTWIT_TYPE_2"
"1608307","Boccaletti83","PTWIT"
"1608308","Ph_Schreck","PTWIT"
"1608401","JorisHebrard","PTWIT"
"1608402","BeneAuzanot","PTWIT"
"1608403","HdeLepinau","PTWIT"
"1608404","FranceLorho","PTWIT"
"1608405","marie2maleville","PTWIT"
"1608501","LilasNdong","PTWIT"
"1608502","laloue_franck","PTWIT"
"1608503","CorinneFillet","PTWIT"
"1608503","fnrbm85","OTWIT_TYPE_4"
"1608505","Isamag85","PTWIT"
"1608601","CourtoisKevinRN","PTWIT"
"1608602","CelinePHILIP86","PTWIT"
"1608603","EricSoulat","PTWIT"
"1608604","MarionLatus","PTWIT"
"1608604","latus_marion","OTWIT_TYPE_4"
"1608703","AlbinFreychet","PTWIT"
"1608801","EmmieMns","PTWIT"
"1608802","G_Dussausaye","PTWIT"
"1608804","seb_humbert","PTWIT"
"1608902","Audrey_LOPEZ_RN","PTWIT"
"1608903","JulienOdoul","PTWIT"
"1608903","JeunesavecOdoul","OTWIT_TYPE_2"
"1608903","le58avecOdoul","OTWIT2"
"1609001","SoustelleChris","PTWIT"
"1609101","ThibautVEGARN","PTWIT"
"1609102","Natalie9106","PTWIT"
"1609103","GilbertMousnier","PTWIT"
"1609104","AlainBoutaleb","PTWIT"
"1609106","OuizaHaddad","PTWIT"
"1609107","audrey_guibert","PTWIT"
"1609109","EwingPhilippe","PTWIT"
"1609201","camaram39508421","PTWIT"
"1609202","MillotPhilipp12","PTWIT"
"1609203","Agnlaf92","PTWIT"
"1609204","M_bravo92","PTWIT"
"1609206","MCarolineLePen","PTWIT"
"1609207","Ch_Versini","PTWIT"
"1609209","natva92","PTWIT"
"1609209","GaudeNathalie","OTWIT_TYPE_4"
"1609210","petit_hadrien","PTWIT"
"1609211","J_Chatelain_Off","PTWIT"
"1609211","ChatelainRN92","OTWIT_TYPE_4"
"1609212","rn92140","PTWIT"
"1609213","YvarsPatrick","PTWIT"
"1609303","DCGielly","PTWIT"
"1609304","ColetteLeveque","PTWIT"
"1609308","sebjolivet_RN","PTWIT"
"1609309","rn_93_section9","PTWIT"
"1609310","paulinechateau_","PTWIT"
"1609312","jfperier","PTWIT"
"1609405","isabellehuguen2","PTWIT"
"1609407","ugo_flcn","PTWIT"
"1609411","anibbr","PTWIT"
"1609501","PIERREPhilipp12","PTWIT"
"1609502","nadejdaremy","PTWIT"
"1609504","regis_mace","PTWIT"
"1609506","Bruna_Annika","PTWIT"
"1609507","brunomarcelRN95","PTWIT"
"1609508","VeroniqueMERIE1","PTWIT"
"1609509","JBaptiste_Marly","PTWIT"
"1609510","RichardDurand95","PTWIT"
"1697103","Rtolassy","PTWIT"
"1697201","CharlesBelimont","PTWIT"
"1697203","CedC97280","PTWIT"
"1697301","Jharbourg","PTWIT"
"1697405","BrasierFN","PTWIT"
"1697602","HamissiSaidali","PTWIT"
"1699902","lealefebvre06","PTWIT"
"1699905","bies_serge","PTWIT"
"1699910","RaumainD","PTWIT"
"1699911","Oburlotte","PTWIT"
"1706910","GerbertRambaud","PTWIT"
"1709108","dupontaignan","GOVTWIT"
"1709108","SoutenonsNDA","OTWIT_TYPE_2"
"2100104","S_Trompille","GOVTWIT"
"2102404","Jacqlinedubois","GOVTWIT"
"2104407","jygontier","PTWIT"
"2104409","paulbrounais","PTWIT"
"2105102","ainakuric","GOVTWIT"
"2105605","RonanLoas","PTWIT"
"2105605","RonanLoas2022","OTWIT_TYPE_2"
"2105605","AvecRonanLoas","OTWIT2"
"2105605","RonanLoas_bzhg","OTWIT3"
"2109206","FayzaBasini","PTWIT"
"2109206","AvecFayzaBasini","OTWIT_TYPE_2"
"2109506","avyelimas","GOVTWIT"
"2199905","StephaneVojetta","GOVTWIT"
"2206002","CastanieLudovic","PTWIT"
"2409304","AzzedineTAIBI","PTWIT"
"2412001","MStefanipcf2b","PTWIT"
"2412001","michelstefani21","OTWIT_TYPE_NA"
"2500301","JeanMallot","PTWIT"
"2500703","LaurentUghetto","PTWIT"
"2501701","nedellec_marie","PTWIT"
"2501703","fbarusseau","PTWIT"
"2501901","annick_taysse","PTWIT"
"2502101","SZivkovicDijon","PTWIT"
"2502204","Gueguen2022","PTWIT"
"2502205","vlm22","PTWIT"
"2502401","FloranVadillo","PTWIT"
"2502402","c_cathus","PTWIT"
"2502902","salamireza","PTWIT"
"2502902","RezaSalami2022","OTWIT_TYPE_2"
"2502902","salami_gueye","OTWIT2"
"2503108","JAviragnet","GOVTWIT"
"2503312","_bruno_marty_","PTWIT"
"2504201","pierrickcourbon","PTWIT"
"2504601","remi_branco","PTWIT"
"2504602","Proenca2022","PTWIT"
"2505403","FHerbays","PTWIT"
"2506403","DavidDhabib","PTWIT"
"2506501","BeyrieMaryse","PTWIT"
"2506701","ElkoubyEric","PTWIT"
"2506907","StephaneCG","PTWIT"
"2506907","GomezStephane","OTWIT_TYPE_4"
"2507201","DylanBenaud2022","PTWIT"
"2507201","MjsSarthe","OTWIT_TYPE_2"
"2507202","MurielCabaret","PTWIT"
"2507204","SylvieTolmont","GOVTWIT"
"2507205","fredlunel","PTWIT"
"2507205","Lunel2022","OTWIT_TYPE_2"
"2507515","lamiaela","PTWIT"
"2507603","kchekhemani","PTWIT"
"2507604","Djoude2022","PTWIT"
"2507902","GaeelJoseph","PTWIT"
"2509506","lassoued_samir","PTWIT"
"2597103","schamanno","PTWIT"
"2597104","ElieCalifer2022","OTWIT_TYPE_2"
"2597104","2020Elie","OTWIT2"
"2597201","BeatriceBellay","GOVTWIT"
"2597201","BeatriceBELLAY1","PTWIT"
"2597401","PNaillet","PTWIT"
"2597403","jvlody","PTWIT"
"2597403","VLODY3","OTWIT_TYPE_4"
"2597406","moniqueorphe","PTWIT"
"2602001","RobindeMari","PTWIT"
"2602001","deMARIRobin","OTWIT_TYPE_2"
"2612001","MARMOTHE","PTWIT"
"2697101","MontoutNadege","PTWIT"
"2697103","MalouAdoree","PTWIT"
"2697103","AigleLaure","OTWIT_TYPE_4"
"2697104","yanjosna1","PTWIT"
"2697104","yanjosna","OTWIT_TYPE_2"
"2697202","KarineVarasse","OTWIT_TYPE_2"
"2697203","TRenard972","PTWIT"
"2697301","PhilippeBouba","OTWIT_TYPE_2"
"2697405","DeputeRatenon","PTWIT"
"2697413","a_chaussalet","PTWIT"
"3102001","ColonnaCosta_22","OTWIT_TYPE_2"
"3102001","Romain_Colonna","OTWIT2"
"3112001","Castellani_","GOVTWIT"
"3112002","JF_Acquaviva","GOVTWIT"
"3207512","ChloeBouley","PTWIT"
"3209212","laurent_vastel","PTWIT"
"3209212","LaurentVastel","OTWIT_TYPE_4"
"3209213","laurent_sceaux","PTWIT"
"3209213","AvecPhLaurent","OTWIT_TYPE_2"
"3209213","phlaurent2020","OTWIT2"
"3404001","S_Cazaubon","PTWIT"
"3406404","JulienLassalle9","PTWIT"
"3500205","SebastienEugene","PTWIT"
"3500302","samirtriki03","PTWIT"
"3502201","ThSimeliere","PTWIT"
"3502403","GardillouG","OTWIT_TYPE_2"
"3502902","JCLarsonneur","GOVTWIT"
"3503507","fichet_c","PTWIT"
"3503507","fichet_2022","OTWIT_TYPE_2"
"3504405","DidierNc44","PTWIT"
"3504703","emtourdeparis","PTWIT"
"3504906","BernadetteCH","PTWIT"
"3504906","BernadettHumeau","OTWIT_TYPE_4"
"3506004","SophieReynal","PTWIT"
"3506004","SR60circo4","OTWIT_TYPE_2"
"3506803","PatrickStriby","PTWIT"
"3507502","Quitt3rie","PTWIT"
"3507703","Pseptiers","PTWIT"
"3507901","GuillaumeChiche","PTWIT"
"3508702","BonnetJeanLuc87","PTWIT"
"3509310","AbdellaouiLeil2","PTWIT"
"3512001","Morgantij","PTWIT"
"3513402","AnneBrissaud34","OTWIT_TYPE_2"
"3515703","mjz57000","PTWIT"
"3518703","vincentleonie","PTWIT"
"3597104","mlpenchard","PTWIT"
"3597113","MaxMathiasin","GOVTWIT"
"3597113","MathiasinMAX1","OTWIT_TYPE_2"
"3597302","JplDolor","PTWIT"
"3597411","FaridMangrolia","PTWIT"
"3597601","MoMoindjie","PTWIT"
"3597602","Said_Souffou","PTWIT"
"3597612","AbdouIsaa","PTWIT"
"3599903","LaurenceHelaili","PTWIT"
"3599904","mjmagencyy","PTWIT"
"3599906","roxanecorbran","PTWIT"
"3599907","BernardGeiter","PTWIT"
"3599911","gentilpascal1","PTWIT"
"3599969","mr_reddad","PTWIT"
"3600105","damienabad","GOVTWIT"
"3600105","ABAD30","PTWIT"
"3600201","caroleribeiro","PTWIT"
"3600803","warsmann","GOVTWIT"
"3601406","LyndaLahalle","OTWIT_TYPE_2"
"3602002","BozziValerie","PTWIT"
"3602002","valerie_bozzi","OTWIT_TYPE_2"
"3602104","PORTELaurence5","PTWIT"
"3602105","hervemoreau_","PTWIT"
"3602105","hervemoreau2022","OTWIT_TYPE_2"
"3602201","StephaneBriend","PTWIT"
"3602201","StephaneBriend2","OTWIT_TYPE_2"
"3602202","DesboisMichel","PTWIT"
"3602202","desboisgd2022","OTWIT_TYPE_2"
"3602503","VNedey","PTWIT"
"3602503","NedeyValere","OTWIT_TYPE_2"
"3602503","ValereNedey2017","OTWIT2"
"3603312","yvesdamecourt","OTWIT_TYPE_2"
"3603406","emenard34","GOVTWIT"
"3603407","yves_michel34","OTWIT_TYPE_2"
"3605105","C_deCourson","GOVTWIT"
"3605302","clangouet2017","OTWIT_TYPE_2"
"3605302","Clangouet2022","OTWIT2"
"3605501","BertrandPancher","GOVTWIT"
"3605904","jhoussin","OTWIT_TYPE_2"
"3605918","pa_villain","OTWIT_TYPE_2"
"3605921","beadescamps","OTWIT_TYPE_2"
"3606406","B_Soubelet","OTWIT_TYPE_2"
"3606708","AnneSanderElue","PTWIT"
"3607104","Eric_Michoux","PTWIT"
"3607402","DeputeTardy","OTWIT_TYPE_2"
"3607405","GuillaumeDucrot","PTWIT"
"3607513","njeannete","OTWIT_TYPE_2"
"3607801","idkameni","PTWIT"
"3607807","LaurentBrosse","PTWIT"
"3608002","AurelienCARON","PTWIT"
"3608101","GILLESRoland3","PTWIT"
"3608603","DesrosesBock","PTWIT"
"3608803","naegelenchris","GOVTWIT"
"3608902","FlorianFrayer","PTWIT"
"3612002","Fxceccoli","PTWIT"
"3612002","CeccoliXavier","OTWIT_TYPE_2"
"3612703","telexhauser","PTWIT"
"3615004","MargueritteCam3","PTWIT"
"3618101","JulieCapoOrtega","PTWIT"
"3618504","veroniquebesse","PTWIT"
"3619205","Caromercier92","PTWIT"
"3619209","2jerph","PTWIT"
"3619209","DYNAMIQUEfr","OTWIT_TYPE_2"
"3697301","jprevotmadere","PTWIT"
"3697311","BorisChongSit","PTWIT"
"3697401","jj_morel","PTWIT"
"3697401","jjm_officiel","OTWIT_TYPE_2"
"3697403","NathalieBassire","GOVTWIT"
"3697403","Nbassire","OTWIT_TYPE_2"
"3697407","jfnativ","PTWIT"
"3697601","elad_chakrina","GOVTWIT"
"3697701","DGibbs978","PTWIT"
"3698712","nicole_sanquer","GOVTWIT"
"3699901","g_michon2022","PTWIT"
"3699901","numericana","OTWIT_TYPE_NA"
"3699909","MohamedOulkhou1","PTWIT"
"3707406","lagardestephan2","PTWIT"
"3708504","TheoBabarit","PTWIT"
"3709504","Greg_Berthault","PTWIT"
"3713803","stephanegemmani","PTWIT"
"3799902","TimVLaurence","PTWIT"
"3799907","TatianaBMalo","PTWIT"
"3799911","CVialKayser","PTWIT"
"3997416","CheongKane","PTWIT"
"3997416","AlekLKC","OTWIT_TYPE_NA"
"4001601","JeanFrancDAURE","PTWIT"
"4001601","DaurJf","OTWIT_TYPE_4"
"4003102","GIllesjoviado","PTWIT"
"4003805","FredVergez","OTWIT_TYPE_2"
"4004901","dav_cayla","PTWIT"
"4004901","EnCayla","OTWIT_TYPE_4"
"4005903","BSaintHuile","PTWIT"
"4005903","AVECBSH2022","OTWIT_TYPE_2"
"4006209","stephane_sta","PTWIT"
"4007516","Fr_Bechieau","PTWIT"
"4008603","jmclement86","PTWIT"
"4008603","jmclement2022","OTWIT_TYPE_2"
"4008804","FRANQUEVILLECh2","PTWIT"
"4009204","HabibaBigdade","PTWIT"
"4009204","BigdadeHabiba","OTWIT_TYPE_4"
"4009302","bakarysoukouna9","PTWIT"
"4009306","NabilaDjebbari","PTWIT"
"4015702","rpitti57","PTWIT"
"4017509","LaurentMiermont","PTWIT"
"4017601","CdeCintre","PTWIT"
"4019510","Karim_Ziabat","PTWIT"
"4097101","olivier_serva","GOVTWIT"
"4097103","LAPINRaphael","PTWIT"
"4097111","NNabajoth","PTWIT"
"4097112","SainteAnne2022","OTWIT_TYPE_2"
"4097202","JeanRotsen","PTWIT"
"4097211","fredsamot","PTWIT"
"4097251","JiovannyWilliam","PTWIT"
"4097251","WilliamJiovanny","OTWIT_TYPE_2"
"4097311","Tlechatvega","PTWIT"
"4097402","KarineLebon","PTWIT"
"4097406","frdric_maillot","PTWIT"
"4097601","AOUNYYasmina","PTWIT"
"4105201","TheoCaviezel","PTWIT"
"4105201","theocaviezel22","OTWIT_TYPE_4"
"4106704","MartineWonner","GOVTWIT"
"4109304","AlyDiouara","PTWIT"
"4197104","RamassamyYves","OTWIT_TYPE_2"
"4197111","FaroRudy","PTWIT"
"4197111","faro_rudy","OTWIT_TYPE_4"
"4197601","ThophaneNARAYA1","OTWIT_TYPE_2"
"4197631","EYoussouffa","PTWIT"
"4197701","BonzomRivere","OTWIT_TYPE_2"
"4197701","RivereBonzom","OTWIT2"
"4199918","et_milad","PTWIT"
"4199920","calinemaaraoui","PTWIT"
"4202001","CarrolaggiP","PTWIT"
"4202002","pacolombani","GOVTWIT"
"4205604","Paul_Molac","GOVTWIT"
"4206404","EgoitzUrrutiko1","PTWIT"
"4206405","EHBai5","OTWIT_TYPE_2"
"4206406","PeioIZATE","PTWIT"
"4206707","JeanMarieLorber","PTWIT"
"4206902","ArnaultRaphael","PTWIT"
"4212001","PA_Tomasi","PTWIT"
"4212002","lionelmortini","OTWIT_TYPE_2"
"4297201","PEdmondMariette","PTWIT"
"4297203","jos_nathalie","OTWIT_TYPE_2"
"4297212","JustinPamphile2","PTWIT"
"4297213","FrancisCAROLE2","PTWIT"
"4297213","FrancisCAROLE","OTWIT_TYPE_4"
"4297213","FrancisCAROLE5","OTWIT2"
"4297214","Chabennou","PTWIT"
"4297321","CASTORJeanVict1","PTWIT"
"4298702","steve_parakao","PTWIT"
"4298703","Moetai1","PTWIT"
"4298703","MoetaiBrothers2","OTWIT_TYPE_4"
"4298703","MBrotherson","OTWIT2"
"4298801","wahetra","PTWIT"
"11100702","LHeydelGrillere","PTWIT"
"11101406","SertinFreddy","PTWIT"
"11103110","LaurentESQUENET","PTWIT"
"11103110","L_Esquenet_AP31","OTWIT_TYPE_4"
"11103307","FZ_Cestas","PTWIT"
"11103401","ph_sorez","GOVTWIT"
"11103401","PhilippeSorez","PTWIT"
"11103801","ServaneHugues","PTWIT"
"11104001","fabien_laine","PTWIT"
"11104405","GeismarLuc","GOVTWIT"
"11105401","P_Guillemard","GOVTWIT"
"11105910","VincentLedoux59","PTWIT"
"11106805","C_GoetschyB","PTWIT"
"11107503","CarolineYADAN","PTWIT"
"11107507","Cl_Chassaniol","PTWIT"
"11107512","Fanta_B","PTWIT"
