"BIOID","Account_Handle","Account_Type"
"3702401","CcileChr","OTWIT_TYPE_4"
"3702702","MartineFouques","PTWIT"
"3702803","SoumayaDARD","PTWIT"
"3702903","JM_Governatori","PTWIT"
"3703202","C_Soccio","PTWIT"
"3703306","EstherMvondo","PTWIT"
"3703406","Bernardisam1","PTWIT"
"3703703","MariaLOIRE","PTWIT"
"3703704","DeforgeCaroline","PTWIT"
"3703801","FranoisMariePr1","PTWIT"
"3703804","Hirelyann","PTWIT"
"3703808","EloicDufour","PTWIT"
"3704301","SamardDominique","PTWIT"
"3705103","sonia_malvina","PTWIT"
"3706001","AxelleLatrasse","GOVTWIT"
"3706202","LadsousBruno","PTWIT"
"3706703","CHANTALCUTAJAR","PTWIT"
"3706806","hugo_tarantola","PTWIT"
"3706909","ElodiePerrichon","PTWIT"
"3706911","SophieSpennato","PTWIT"
"3706913","DBarths","PTWIT"
"3707402","p_sciabbarrasi","PTWIT"
"3707504","ChantalEclou","PTWIT"
"3707507","gaspardchameroy","PTWIT"
"3707517","MamsYaffa","PTWIT"
"3707607","alexis_deck","OTWIT_TYPE_4"
"3707702","loic_rousselle","PTWIT"
"3707708","Ecologistes_MEI","OTWIT_TYPE_4"
"3707802","BizetJeremy","PTWIT"
"3707807","boriejacques","OTWIT_TYPE_4"
"3707809","MagaEttori","PTWIT"
"3707812","DimitriCarbo","PTWIT"
"3708308","emmanuelecolo83","PTWIT"
"3708502","GreauNinon","PTWIT"
"3708903","floaflot","PTWIT"
"3709103","BAUREPaulHenri","OTWIT_TYPE_4"
"3709106","J_Rohault_dF","PTWIT"
"3709110","MustaphaZaoui91","PTWIT"
"3709207","ChrisMandereau","PTWIT"
"3709208","mironcusa","PTWIT"
"3709309","lang_rousseau","PTWIT"
"3709409","cjaubert","PTWIT"
"3709410","LEFValDeMarne","PTWIT"
"3711203","patrice_miran","PTWIT"
"3711203","PatriceMiran","OTWIT_TYPE_4"
"3711203","artist2314","OTWIT2"
"3711303","ElisabethSAID","PTWIT"
"3711303","elisasaid","OTWIT_TYPE_4"
"3711304","WallyTirera","PTWIT"
"3711307","manine94","PTWIT"
"3711310","lucie_2020","PTWIT"
"3711311","MissKay70","PTWIT"
"3711313","jpchevreux","PTWIT"
"3713006","MounirBenslima","PTWIT"
"3716803","Waechter2022","PTWIT"
"3716804","OlivierBitterl1","PTWIT"
"3717812","FourniereI","OTWIT_TYPE_4"
"3718305","CharlesMalot","PTWIT"
"3719406","RENAULTTony1","PTWIT"
"3720603","SylvieBonaldi","PTWIT"
"3797112","MichelleMaxo","PTWIT"
"3797401","YvetteDUCHEMANN","PTWIT"
"3797414","AlboraStephane","PTWIT"
"3799917","DeneuveThierrry","PTWIT"
"3802701","NicolasMiguet","PTWIT"
"3804703","fanchteinjean","PTWIT"
"3806004","FredoNatio","PTWIT"
"3806204","mervynhoff62","PTWIT"
"3806209","jacques_delaire","PTWIT"
"3808302","JuvingBrunet","PTWIT"
"3808305","NathalieHOLLEN2","PTWIT"
"3808602","DessauxAurelien","PTWIT"
"3809505","Stephnanie951","PTWIT"
"3899909","JCM9AFE","OTWIT_TYPE_NA"
"3900701","PChambonnet","PTWIT"
"3903508","Marvin_Leroux_","PTWIT"
"3904703","MyriamSider","PTWIT"
"3906211","GautierWeinmann","PTWIT"
"3907205","LaurentRobyn01","PTWIT"
"3908003","david_mongin","PTWIT"
"3908003","DavidMongin","OTWIT_TYPE_4"
"3909309","CecileOdoyer","PTWIT"
"3909502","JeanLucBrulard","PTWIT"
"3915601","DeleonBertrand","PTWIT"
"3997406","DeChazournesEPL","PTWIT"
"4000105","jm_Boulme","PTWIT"
"4000502","RouxRmi3","PTWIT"
"4000502","RemiROUX","OTWIT_TYPE_4"
"4000601","KenzaAthanas","PTWIT"
"4000607","scity_arnaud","PTWIT"
"4000607","adelcasse","OTWIT_TYPE_4"
"4001102","BaptisteVassOff","PTWIT"
"4001305","GeorgesVinapon","PTWIT"
"4001307","ali_amouche","PTWIT"
"4001311","Rodolph_Castel","PTWIT"
"4001312","DjedouFaouzi","PTWIT"
"4001315","MouniaZh","PTWIT"
"4001602","gaucheunie16","OTWIT_TYPE_2"
"4001902","LQuillot","PTWIT"
"4001902","LiseQuillot","OTWIT_TYPE_2"
"4002002","ChampeauDylan","PTWIT"
"4002103","ClementVMK","PTWIT"
"4002301","Roubiali","PTWIT"
"4002301","KennedyRoubiali","OTWIT_TYPE_2"
"4002601","artvinliozbay","PTWIT"
"4002603","_AlainMaurice","PTWIT"
"4002701","anne_mansouret","OTWIT_TYPE_2"
"4003006","maurinjc","PTWIT"
"4003103","davidsaforcada","PTWIT"
"4003107","julien_midali","PTWIT"
"4003108","FranzHarari","PTWIT"
"4003108","HarariFrancois","OTWIT_TYPE_4"
"4003109","ColominaD_RS","OTWIT_TYPE_2"
"4003110","SchmittEric6","PTWIT"
"4003202","SamiraTouati3","PTWIT"
"4003301","DamienThomas33","PTWIT"
"4003301","DThomas2022","OTWIT_TYPE_2"
"4003306","Morisset2022","OTWIT_TYPE_2"
"4003307","BonnetRozenn","PTWIT"
"4003308","AlainBaiedeBuch","OTWIT_TYPE_2"
"4003311","CharlesReny33","PTWIT"
"4003403","Saurel_P","PTWIT"
"4003403","montpellierla","OTWIT_TYPE_4"
"4003403","SaurelpCirco3","OTWIT2"
"4003408","OlivierAndrieu8","PTWIT"
"4003504","GilDesmoulin","PTWIT"
"4003504","gdesmoulin2022","OTWIT_TYPE_2"
"4003508","LlavoriR","PTWIT"
"4003807","PietroRoberto_L","PTWIT"
"4003810","eschwander","PTWIT"
"4004203","caillon_louis","PTWIT"
"4004203","louis_caillon","OTWIT_TYPE_4"
"4004404","BrunoGrs44","PTWIT"
"4004502","yannchaillou","PTWIT"
"4005002","alvfr00","PTWIT"
"4005002","Divorce_fr","OTWIT_TYPE_4"
"4005201","Eloisevenancio","PTWIT"
"4005404","raymoute","PTWIT"
"4005601","YannLeBaraillec","PTWIT"
"4005604","JeanClodic","PTWIT"
"4005701","Bouhenna2022","OTWIT_TYPE_2"
"4005801","OrnyImpenge","PTWIT"
"4006003","JohannLucasFR","PTWIT"
"4006206","PDuvieubourg","PTWIT"
"4006305","Emmalert22","PTWIT"
"4006405","ThibaultPathias","PTWIT"
"4006704","marinalafay","PTWIT"
"4006802","BeckerFabien1","PTWIT"
"4006802","BeckerFabien","OTWIT_TYPE_4"
"4006802","bfabien","OTWIT2"
"4006902","AdrienDRIOLI","PTWIT"
"4006908","braud_pascale","PTWIT"
"4007105","RamozTRK","PTWIT"
"4007201","stephane_fouere","PTWIT"
"4007501","TourteDominique","PTWIT"
"4007503","AyodeleIkuesan","PTWIT"
"4007507","MAZUEL_Pace","PTWIT"
"4007508","mclaudeg","PTWIT"
"4007513","maialen_mallet","PTWIT"
"4007518","nicolasravailhe","PTWIT"
"4007601","vacquer","PTWIT"
"4007703","OlivierTheot","OTWIT_TYPE_2"
"4007706","MOINENathalie","PTWIT"
"4007706","MoineNathalie2","OTWIT_TYPE_4"
"4007707","hemet_RS_77_7","OTWIT_TYPE_2"
"4007709","CHARLTRN","PTWIT"
"4007805","Diane_Lagrange","OTWIT_TYPE_2"
"4008401","Philippepasca13","PTWIT"
"4008401","phPASCAL84","OTWIT_TYPE_4"
"4008405","david_bourdier","PTWIT"
"4008702","GendarmeDaniel","PTWIT"
"4008903","KhanMehdikhan89","OTWIT_TYPE_2"
"4009101","Udmf91","PTWIT"
"4009103","kemounemehdi","PTWIT"
"4009103","KemouneLe","OTWIT_TYPE_4"
"4009104","DUMONTDimitri5","OTWIT_TYPE_2"
"4009105","benoit_odille","OTWIT_TYPE_2"
"4009209","L_Violleau","PTWIT"
"4009301","Madioula2022","OTWIT_TYPE_2"
"4009304","Attig2022","OTWIT_TYPE_2"
"4009305","HormiAmel","OTWIT_TYPE_2"
"4009308","hugoguiraudou","PTWIT"
"4009309","jpaullefebvre","PTWIT"
"4009312","SKlebek","PTWIT"
"4009401","PLLauzet","PTWIT"
"4009411","JeanCouthures","OTWIT_TYPE_2"
"4009505","actinele1","PTWIT"
"4009507","PhilDemaret","PTWIT"
"4009509","Efatt","PTWIT"
"4009510","AugustinBelloc","PTWIT"
"4011306","SophiaHocini","PTWIT"
"4013102","guibert_adeline","PTWIT"
"4013106","Lagniss_","PTWIT"
"4013109","rumler_paul","PTWIT"
"4013508","SebastienAllix_","PTWIT"
"4013810","mounir_zouagha","PTWIT"
"4013810","MounirZouagha","OTWIT_TYPE_4"
"4013810","ZouaghaMounir1","OTWIT2"
"4013810","ZouaghaMounir","OTWIT3"
"4013810","zouagha_mounir","OTWIT4"
"4013810","ZouaghaM","OTWIT5"
"4014404","prodmatth","PTWIT"
"4014404","MatthiasProdhom","OTWIT_TYPE_2"
"4015701","Jessyfrich","PTWIT"
"4017510","DezaNguembock","PTWIT"
"4017513","moreldaniele","PTWIT"
"4019411","ROCHETEAUMaryvo","PTWIT"
"4019508","ShaistahRaja","PTWIT"
"4019509","MohammedHAKKOU","PTWIT"
"4023104","JalouneixAnais","PTWIT"
"4023810","2022Leviaux","OTWIT_TYPE_2"
"4026301","MaelAuvernha","OTWIT_TYPE_2"
"4029508","FaroukZaoui3","PTWIT"
"4029510","sanaasaitouli","PTWIT"
"4033104","AgagBoudjahlat","PTWIT"
"4039301","mariannedarmon","PTWIT"
"4049508","Auguste40380795","PTWIT"
"4097201","NOUSMEMESENSEMB","PTWIT"
"4097201","ValereErick","OTWIT_TYPE_4"
"4097201","TweetduPrsiden1","OTWIT2"
"4097212","sina2007","PTWIT"
"4097212","BARBARAJEANELI1","OTWIT_TYPE_4"
"4097401","GiovanniPayetRe","PTWIT"
"4097417","IsalineTronc","PTWIT"
"4099901","Amaglio2022","PTWIT"
"4099902","piatguibert2022","PTWIT"
"4099904","CathCoutard","PTWIT"
"4099906","SellesLefranc","PTWIT"
"4099907","SophieChediac","PTWIT"
"4099908","FlorianPicod","PTWIT"
"4099929","SebPerimony","PTWIT"
"4100102","CMartet","OTWIT_TYPE_2"
"4100105","celilcojep","PTWIT"
"4100202","EricLepeuple","OTWIT_TYPE_2"
"4100303","YPendeliau","PTWIT"
"4100608","bernardclaudel3","PTWIT"
"4101001","MarieCanaud","OTWIT_TYPE_2"
"4101302","PERETTISbastie2","PTWIT"
"4101304","KaoutherDeMars","PTWIT"
"4101305","chamayou_anne","PTWIT"
"4101308","Sophie_Imbert22","OTWIT_TYPE_2"
"4101309","AurlienMichel1","PTWIT"
"4101315","TVernayofficiel","PTWIT"
"4101315","VERNAYTanguy1","OTWIT_TYPE_2"
"4101901","AmelieRebiere","PTWIT"
"4102204","MoulayDrissi2","PTWIT"
"4102703","DeputeJulienDLG","PTWIT"
"4102704","anthony_guilmin","OTWIT_TYPE_2"
"4103004","StephaneNapoli","OTWIT_TYPE_2"
"4103202","FrankGeiger2022","OTWIT_TYPE_2"
"4103305","OpifexVincent","PTWIT"
"4103307","JohnMingam","OTWIT_TYPE_NA"
"4103401","hugolechevrel","PTWIT"
"4103508","KElahiar","OTWIT_TYPE_2"
"4103807","OdileGitton","OTWIT_TYPE_2"
"4104101","Gildasvieira1","PTWIT"
"4104101","GildasVieira","OTWIT_TYPE_4"
"4104302","theophile_cloez","PTWIT"
"4104302","CloezThophile1","OTWIT_TYPE_2"
"4104503","SebastienLoiret","OTWIT_TYPE_2"
"4104504","olivoliv22","PTWIT"
"4104504","Olivoliv201","OTWIT_TYPE_4"
"4104506","Delaguette2022","OTWIT_TYPE_2"
"4105104","Vukuzman","PTWIT"
"4105402","NoraAjdir79","OTWIT_TYPE_2"
"4105403","euryuniverse","PTWIT"
"4105403","ReinertEurydice","OTWIT_TYPE_4"
"4105603","YoannLopez4","OTWIT_TYPE_2"
"4105702","Sandrine1Said","PTWIT"
"4105706","Faisonsqu1","OTWIT_TYPE_2"
"4105709","fredengel90","OTWIT_TYPE_2"
"4105801","PETERSM2022","OTWIT_TYPE_2"
"4105909","Eric_Galera","PTWIT"
"4105912","GregoryPamart","PTWIT"
"4105913","MennebooMaeva","PTWIT"
"4105913","MaevaAmbre","OTWIT_TYPE_4"
"4106103","didier_durandy","PTWIT"
"4106202","ArnaudKosbur","OTWIT_TYPE_2"
"4106211","Lahcencite12","PTWIT"
"4106403","EvaPernet_","PTWIT"
"4106405","RichTho50862222","OTWIT_TYPE_2"
"4106702","Lemonde60442141","OTWIT_TYPE_2"
"4106709","steinmetz_lenny","PTWIT"
"4106805","AndreChamy","OTWIT_TYPE_2"
"4106903","MarcChinal","PTWIT"
"4106907","MoniaBouguerra","OTWIT_TYPE_2"
"4106909","DelphineBaida","PTWIT"
"4106914","FaridOmeir","PTWIT"
"4107302","troutotpublic","PTWIT"
"4107302","Troutot2022","OTWIT_TYPE_2"
"4107304","AlbinGuillaud","OTWIT_TYPE_2"
"4107401","SalemChiad","PTWIT"
"4107502","seliegamen","PTWIT"
"4107510","sophietissier23","PTWIT"
"4107517","archidesign75","PTWIT"
"4107610","JeromeHuvey","OTWIT_TYPE_2"
"4107702","PapinFFC","OTWIT_TYPE_2"
"4107709","KVA_officiel","PTWIT"
"4107804","celine_zanatta","OTWIT_TYPE_2"
"4107806","LemiereBndicte","OTWIT_TYPE_2"
"4107807","FJanvier2022","OTWIT_TYPE_2"
"4107811","RaoufMAIZA","PTWIT"
"4107903","AlexisBarbot","PTWIT"
"4108303","FimbelFlorian","PTWIT"
"4108403","GontardRolland","PTWIT"
"4108404","WaillyJean","PTWIT"
"4108604","fabrice_2022","PTWIT"
"4109103","JPCharvillat","OTWIT_TYPE_2"
"4109106","pierre_baronet","PTWIT"
"4109204","Schoenhenzeric","OTWIT_TYPE_2"
"4109312","bahri_cesur","OTWIT_TYPE_2"
"4109401","TelleGeraldine","OTWIT_TYPE_2"
"4109402","AmaraSalika","OTWIT_TYPE_2"
"4109405","MThenin2022","OTWIT_TYPE_2"
"4109409","LufianNdongala","OTWIT_TYPE_2"
"4109502","JCLegislatives","OTWIT_TYPE_2"
"4112001","GaelMaquet","PTWIT"
"4112001","MaquetGael","OTWIT_TYPE_4"
"4112906","PerennecTugdual","PTWIT"
"4113001","nayma_otl","PTWIT"
"4113301","JPEspritsLibres","PTWIT"
"4113308","RocchiVeroniqu1","PTWIT"
"4113501","khakhashee","PTWIT"
"4113507","spean_volt2022","PTWIT"
"4115901","AudricALEXANDRE","PTWIT"
"4116209","julien_guaquier","PTWIT"
"4116701","sylvaincourcoux","PTWIT"
"4116702","AmelBens4","PTWIT"
"4116707","christopheH2022","PTWIT"
"4116914","AyvaliYalcin","PTWIT"
"4117516","HakimaKhelfa19","OTWIT_TYPE_2"
"4117518","pcambourakis","PTWIT"
"4117710","OlivierDESOUSA","PTWIT"
"4117807","ChristJOMBART","PTWIT"
"4117808","BKossoko","PTWIT"
"4117808","BernardKossoko","OTWIT_TYPE_2"
"4117808","KossokoBernard","OTWIT2"
"4117808","kossoko_bernard","OTWIT3"
"4117812","TranJeanMarc6","PTWIT"
"4119204","nagib_azergui","PTWIT"
"4119211","Philippe_Ponge","PTWIT"
"4119505","Remy_ARBAOUI","PTWIT"
"4125706","MouynetC","PTWIT"
"4125901","ChaouatFrederic","PTWIT"
"4126701","AlbericBarret","PTWIT"
"4126906","PVieira_Agir","OTWIT_TYPE_2"
"4126907","NordineGasmiOff","PTWIT"
"4127404","coharddepute","OTWIT_TYPE_2"
"4133507","NFerriault","PTWIT"
"4136701","drseiglemurandi","PTWIT"
"4136701","FredericVolt","OTWIT_TYPE_2"
"4197102","GeraldBougrer","OTWIT_TYPE_2"
"4197611","DjazaIsma","PTWIT"
"4199904","CedricDevNL","PTWIT"
"4199905","Claire_Be6","PTWIT"
"4199907","valerie_cha","PTWIT"
"4199908","leahetz","PTWIT"
"4199910","DoudyJustin","PTWIT"
"4199912","JeoffreyCollard","OTWIT_TYPE_2"
"4199915","Robin_ACF","PTWIT"
"4199916","jpclavel2017","PTWIT"
"4199922","Trigalleau2022","OTWIT_TYPE_2"
"4199930","SeriloLooky","PTWIT"
"4200402","Herve_GUERERRA","PTWIT"
"4200402","GuerreraHerve","OTWIT_TYPE_2"
"4200702","martin_chaize","PTWIT"
"4200902","enzo_grc_","PTWIT"
"4201303","NoraBelkaroui","PTWIT"
"4201306","ClaraLaredo","PTWIT"
"4201310","MagaliGozzi","PTWIT"
"4201311","RDelalande","PTWIT"
"4202201","joannicmartin","PTWIT"
"4202203","Tyli_Bryan","PTWIT"
"4202204","Myriam_Rolland_","PTWIT"
"4202205","poder_eric","PTWIT"
"4202901","Izold_Guegan","PTWIT"
"4202903","loic_duprat","PTWIT"
"4202906","AlanPasquet","PTWIT"
"4203201","jeanluc_davezac","PTWIT"
"4203201","JLDavezac2020","OTWIT_TYPE_2"
"4203401","eva_roussel","PTWIT"
"4203502","EgronMael","PTWIT"
"4203503","GuihardCo","PTWIT"
"4203507","EtienneQheurBZH","PTWIT"
"4203508","MagicLalol","PTWIT"
"4204402","ChristineLamb44","PTWIT"
"4204403","gildas_perrot","PTWIT"
"4204403","GildasPerrot","OTWIT_TYPE_4"
"4204406","Flippotjy","PTWIT"
"4204410","MaximeCheneau","PTWIT"
"4204703","TeresaNatali64","PTWIT"
"4206203","TotieFievet","PTWIT"
"4206203","ElodieFievet62","OTWIT_TYPE_2"
"4206206","terrygolle","PTWIT"
"4206602","JoelDiago","PTWIT"
"4206702","DIEMUNSCH_67_2","OTWIT_TYPE_2"
"4206704","MatzBenedicte","PTWIT"
"4206802","jgtrouillet","PTWIT"
"4206804","gnoelb","PTWIT"
"4206805","RegBaschung","PTWIT"
"4206806","MireilleDebeve","PTWIT"
"4206806","DebeveM","OTWIT_TYPE_4"
"4206906","LWinkelmuller","PTWIT"
"4207401","WGirardD","OTWIT_TYPE_2"
"4207402","CollombWilly","PTWIT"
"4208202","claire_aymes","PTWIT"
"4208306","didiercade","PTWIT"
"4208404","AMarieHAUTANT","PTWIT"
"4208404","AHautant","OTWIT_TYPE_4"
"4208702","Cogneras","PTWIT"
"4208703","nellyrassat","PTWIT"
"4209110","Sabrine_Azzouni","OTWIT_TYPE_2"
"4209312","MariamCisse6C","PTWIT"
"4297223","joelejazz","PTWIT"
"4297311","LineLetard","PTWIT"
"4297311","LineLetard2017","OTWIT_TYPE_2"
"4297404","ThazardRudy","PTWIT"
"4298723","TefanJohn","PTWIT"
"4298812","muneiko","PTWIT"
"4298812","MH22_SY22","OTWIT_TYPE_NA"
"4299905","garbi75","PTWIT"
"4299906","RealArDor","PTWIT"
"4299907","GuyonPorspo","OTWIT_TYPE_2"
"4301003","LyonnelHelick","PTWIT"
"4301310","stephlulu","PTWIT"
"4302103","Col_jul_cotedor","PTWIT"
"4302301","JossetHelene","PTWIT"
"4302301","lamaugarny","OTWIT_TYPE_2"
"4303306","JonathanFlorit","PTWIT"
"4303404","julieperea1","PTWIT"
"4304203","Alexdre_Vidal","PTWIT"
"4305704","vds2022_5704","PTWIT"
"4306004","LoicLandwerlin","PTWIT"
"4307301","JP_Chauveau","PTWIT"
"4307402","CornuDamien74","PTWIT"
"4308803","CollinDuparcq","PTWIT"
"4309102","BielakVincent","PTWIT"
"4309409","EthanGary1014","PTWIT"
